"user_name","deviceID.name","deviceID.ip_add","deviceID.unitID.name","deviceID.companyID.name","behavior","time"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click motor on from Web Client","2023-05-08T07:28:25.019Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-08T07:28:25.019Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click man from Web Client","2023-05-08T07:28:25.019Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click motor on from Web Client","2023-05-08T07:28:25.019Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click reset from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click motor on from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click reset from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click man from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-08T08:06:43.437Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-09T07:45:53.863Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click man from Web Client","2023-05-09T07:45:53.863Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-09T07:45:53.863Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click motor on from Web Client","2023-05-09T07:45:53.863Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click motor off from Web Client","2023-05-09T07:45:53.863Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click motor on from Web Client","2023-05-09T07:45:53.863Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click man from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click auto from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click reset from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click reset from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-09T08:46:37.577Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-11T06:19:54.152Z"
"manager01","plcw2050","192.168.0.4","Unit1","BKHCM","Click start from Web Client","2023-05-11T08:51:57.471Z"
